data_referencia,previdencia_total_dpmfi_r_bilhoes,previdencia_ntnb_r_bilhoes,alocacao_previdencia_em_ntnb_pct,previdencia_outros_titulos_publicos_r_bilhoes,alocacao_previdencia_em_outros_titulos_publicos_pct,escopo_denominador,definicao_previdencia_tesouro,fonte_anexo_2_7,fonte_anexo_2_8,metodologia
2012-09-30,294.182932746,177.093407259,60.19839615,117.089525487,39.80160385,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2012-10-31,298.02842023,179.606380609,60.264850067,118.422039621,39.735149933,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2012-11-30,299.308090025,177.024952893,59.144727053,122.283137132,40.855272947,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2012-12-31,306.270218147,183.68032394,59.97328929,122.589894207,40.02671071,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2013-01-31,315.011485286,191.517136833,60.79687433,123.494348453,39.20312567,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2013-02-28,316.491357721,191.675063557,60.562495272,124.816294164,39.437504728,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2013-03-31,319.270524602,193.618850008,60.644135643,125.651674594,39.355864357,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2013-04-30,320.397231559,193.793618834,60.48542239,126.603612725,39.51457761,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2013-05-31,322.425782082,192.542801735,59.716937179,129.882980347,40.283062821,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2013-06-30,326.667026239,197.560921906,60.477766667,129.106104333,39.522233333,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2013-07-31,327.976432002,199.576428242,60.85084438,128.40000376,39.14915562,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2013-08-31,331.434767936,196.724116494,59.355304731,134.710651442,40.644695269,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2013-09-30,332.145928678,196.805252059,59.252646222,135.340676619,40.747353778,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2013-10-31,335.01237209,199.620492249,59.586006034,135.391879841,40.413993966,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2013-11-30,340.30650693,200.273679789,58.850969849,140.032827141,41.149030151,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2013-12-31,346.95737074,205.542121489,59.241318624,141.415249251,40.758681376,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2014-01-31,344.385412687,210.318829801,61.070771889,134.066582886,38.929228111,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2014-02-28,335.445228305,204.413688979,60.938022583,131.031539326,39.061977417,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2014-03-31,340.256931642,206.447498285,60.674002228,133.809433357,39.325997772,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2014-04-30,341.312125193,210.049941867,61.541892702,131.262183326,38.458107298,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
2014-05-31,351.603658481,212.534701205,60.447238269,139.068957276,39.552761731,Carteira de DPMFi da categoria Previdência; não representa os ativos totais das EFPC,"Previdência aberta e fechada, RPPS e aplicações dessas entidades em fundos de investimento",https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,https://cdn.tesouro.gov.br/sistemas-internos/apex/producao/sistemas/thot/arquivos/publicacoes/54943_1730238/anexos/28577_919203/Anexo%20RMD_Maio_26.zip,Estoque de NTN-B da Previdência no Anexo 2.8 dividido pelo estoque total de DPMFi da Previdência no Anexo 2.7
